Driver,Year,Round,LapNumber,Time,Distance,Speed,nGear,Throttle,Brake,DRS,RPM
1,2024,1,39.0,0 days 00:00:04.834000,395.6736111111111,301.0,8,100.0,False,0,10752.0
1,2024,1,39.0,0 days 00:00:04.994000,409.0513888888889,301.0,8,100.0,False,0,10724.0
1,2024,1,39.0,0 days 00:00:05.154000,422.4291666666667,301.0,8,100.0,False,0,10734.0
1,2024,1,39.0,0 days 00:00:05.192000,425.6064160415429,301.0,8,100.0,False,0,10734.0
1,2024,1,39.0,0 days 00:00:05.432000,445.67341808355314,301.0,8,100.0,False,0,10734.0
1,2024,1,39.0,0 days 00:00:05.634000,462.56250000000006,301.0,8,100.0,False,0,10734.0
1,2024,1,39.0,0 days 00:00:05.672000,465.73953950413573,301.0,8,100.0,False,0,10731.8624928
1,2024,1,39.0,0 days 00:00:05.794000,475.9402777777778,301.0,8,100.0,False,0,10725.0
1,2024,1,39.0,0 days 00:00:06.032000,495.83998830756605,301.0,8,100.0,False,0,10615.916608
1,2024,1,39.0,0 days 00:00:06.034000,496.00694444444446,301.0,8,100.0,False,0,10615.0
1,2024,1,39.0,0 days 00:00:06.432000,529.1732844108794,300.00499968,8,100.0,False,0,10683.65502208
1,2024,1,39.0,0 days 00:00:06.434000,529.3402777777778,300.0,8,100.0,False,0,10684.0
1,2024,1,39.0,0 days 00:00:06.612000,544.23006506944,299.55499968,8,100.0,False,0,10685.33500096
1,2024,1,39.0,0 days 00:00:06.834000,562.5625,299.0,8,100.0,False,0,10687.0
1,2024,1,39.0,0 days 00:00:07.032000,578.3380842975819,289.59499392,8,50.499968,False,0,10195.46468224
1,2024,1,39.0,0 days 00:00:07.234000,593.6736111111111,280.0,8,0.0,True,0,9694.0
1,2024,1,39.0,0 days 00:00:07.352000,602.1816057783711,265.249984,8,0.0,True,0,9422.5997056
1,2024,1,39.0,0 days 00:00:07.434000,607.8402777777777,255.0,8,0.0,True,0,9234.0
1,2024,1,39.0,0 days 00:00:07.652000,621.7906980732271,237.96874,8,0.0,True,0,8986.0248544
1,2024,1,39.0,0 days 00:00:07.754000,628.2847222222222,230.0,8,0.0,True,0,8870.0
1,2024,1,39.0,0 days 00:00:07.992000,643.5027748055352,230.0,8,0.0,True,0,9326.166912
1,2024,1,39.0,0 days 00:00:07.994000,643.6180555555555,230.0,7,0.0,True,0,9330.0
1,2024,1,39.0,0 days 00:00:08.192000,653.6929234641786,183.46996991999998,7,0.0,True,0,9880.44035584
1,2024,1,39.0,0 days 00:00:08.194000,653.7847222222223,183.0,7,0.0,True,0,9886.0
1,2024,1,39.0,0 days 00:00:08.354000,660.6291666666666,154.0,7,0.0,True,0,9115.0
1,2024,1,39.0,0 days 00:00:08.452000,664.4051191356021,145.59998902857143,7,0.0,True,0,9188.150095542856
1,2024,1,39.0,0 days 00:00:08.632000,670.6741666192647,130.17141759999998,7,0.0,True,0,9322.5072384
1,2024,1,39.0,0 days 00:00:08.634000,670.7402777777778,130.0,4,0.0,True,0,9324.0
1,2024,1,39.0,0 days 00:00:08.792000,675.726133455842,120.124992,4,0.0,True,0,8529.5556064
1,2024,1,39.0,0 days 00:00:08.954000,680.5180555555556,110.0,3,0.0,True,0,7715.0
1,2024,1,39.0,0 days 00:00:09.012000,682.1968552797231,107.8249952,3,0.0,True,0,7515.8662272
1,2024,1,39.0,0 days 00:00:09.194000,687.251388888889,101.0,3,0.0,True,0,6891.0
1,2024,1,39.0,0 days 00:00:09.292000,689.7399709887834,96.0999936,3,0.0,True,0,6662.741368533333
1,2024,1,39.0,0 days 00:00:09.432000,693.1359834527228,89.0999936,3,0.0,True,0,6336.6580352
1,2024,1,39.0,0 days 00:00:09.434000,693.1847222222223,89.0,3,0.0,True,0,6332.0
1,2024,1,39.0,0 days 00:00:09.652000,698.4736353807341,87.17573163495052,3,0.0,True,0,5719.9579635259015
1,2024,1,39.0,0 days 00:00:09.673000,698.9605555555556,87.0,3,0.0,True,0,5661.0
1,2024,1,39.0,0 days 00:00:09.873000,703.3494444444445,79.0,3,0.0,True,0,5383.0
1,2024,1,39.0,0 days 00:00:09.912000,704.1753316421072,78.390624,3,0.0,True,0,5336.8092992
1,2024,1,39.0,0 days 00:00:10.092000,707.8969913392216,75.578124,3,0.0,True,0,5123.6217992
1,2024,1,39.0,0 days 00:00:10.193000,709.9272222222223,74.0,3,0.0,False,0,5004.0
1,2024,1,39.0,0 days 00:00:10.312000,712.2686874235285,72.51620844148962,3,0.2967583117020747,False,0,4906.663273761719
1,2024,1,39.0,0 days 00:00:10.571000,717.1867624298178,69.28678388617,3,0.9426432227660005,False,0,4694.813022932752
1,2024,1,39.0,0 days 00:00:10.594000,717.6130555555557,69.0,3,1.0,False,0,4676.0
1,2024,1,39.0,0 days 00:00:10.754000,720.5463888888889,66.0,3,1.0,False,0,4956.0
1,2024,1,39.0,0 days 00:00:10.954000,724.2686111111112,67.0,3,25.0,False,0,5321.0
1,2024,1,39.0,0 days 00:00:11.012000,725.3919303867832,68.208336,3,25.4833344,False,0,5367.8834368
1,2024,1,39.0,0 days 00:00:11.172000,728.612023469045,71.54166933333333,3,26.816667733333333,False,0,5497.216770133334
1,2024,1,39.0,0 days 00:00:11.194000,729.0686111111112,72.0,3,27.0,False,0,5515.0
1,2024,1,39.0,0 days 00:00:11.372000,732.8861105559597,76.4500032,3,35.900006399999995,False,0,5866.5502528
1,2024,1,39.0,0 days 00:00:11.434000,734.2686111111111,78.0,3,39.0,False,0,5989.0
1,2024,1,39.0,0 days 00:00:11.532000,736.5103211289972,80.4500032,3,40.96000256,False,0,6117.38016768
1,2024,1,39.0,0 days 00:00:11.634000,738.8797222222222,83.0,3,43.0,False,0,6251.0
1,2024,1,39.0,0 days 00:00:11.794000,742.6575,85.0,3,51.0,False,0,6596.0
1,2024,1,39.0,0 days 00:00:11.812000,743.107827212555,85.82500586666667,3,51.675004799999996,False,0,6656.225428266666
1,2024,1,39.0,0 days 00:00:12.034000,749.0575,96.0,3,60.0,False,0,7399.0
1,2024,1,39.0,0 days 00:00:12.194000,753.5019444444445,100.0,3,70.0,False,0,7670.0
1,2024,1,39.0,0 days 00:00:12.212000,754.0354428352921,100.93750666666666,3,70.82500586666667,False,0,7734.5754592
1,2024,1,39.0,0 days 00:00:12.372000,759.1628506908547,109.27083999999999,3,78.1583392,False,0,8308.5754592
1,2024,1,39.0,0 days 00:00:12.674000,770.1686111111111,125.0,3,92.0,False,0,9392.0
1,2024,1,39.0,0 days 00:00:12.852000,777.0020212194433,135.38334079999998,3,92.0,False,0,9881.500352
1,2024,1,39.0,0 days 00:00:12.914000,779.4352777777777,139.0,3,92.0,False,0,10052.0
1,2024,1,39.0,0 days 00:00:13.234000,792.4130555555555,146.0,3,77.0,False,0,8817.0
1,2024,1,39.0,0 days 00:00:13.312000,795.6814915050984,148.437504,3,77.4875008,False,0,9029.062848
1,2024,1,39.0,0 days 00:00:13.332000,796.5242548082291,149.062504,3,77.6125008,False,0,9083.437848
1,2024,1,39.0,0 days 00:00:13.394000,799.1241666666666,151.0,4,78.0,False,0,9252.0
1,2024,1,39.0,0 days 00:00:13.634000,809.1908333333333,151.0,4,84.0,False,0,10057.0
1,2024,1,39.0,0 days 00:00:13.692000,811.7565974894403,154.48000768,4,86.03000448,False,0,10114.42012672
1,2024,1,39.0,0 days 00:00:13.834000,818.2463888888889,163.0,4,91.0,False,0,10255.0
1,2024,1,39.0,0 days 00:00:13.852000,819.0764536295901,163.4500032,4,91.27000192,False,0,10297.39030144
1,2024,1,39.0,0 days 00:00:14.032000,827.4844371603331,167.9500032,4,93.97000192,False,0,10721.29030144
1,2024,1,39.0,0 days 00:00:14.034000,827.5797222222222,168.0,4,94.0,False,0,10726.0
1,2024,1,39.0,0 days 00:00:14.274000,839.3797222222222,177.0,4,100.0,False,0,11193.0
1,2024,1,39.0,0 days 00:00:14.292000,840.2970471692887,177.9000064,4,100.0,False,0,11224.9502272
1,2024,1,39.0,0 days 00:00:14.474000,849.7686111111111,187.0,4,100.0,False,0,11548.0
1,2024,1,39.0,0 days 00:00:14.492000,850.7115974441759,187.20000142222221,4,100.0,False,0,11548.0
1,2024,1,39.0,0 days 00:00:14.712000,862.2807757875036,189.64444586666667,4,100.0,False,0,11548.0
1,2024,1,39.0,0 days 00:00:14.834000,868.8686111111111,191.0,4,100.0,False,0,11548.0
1,2024,1,39.0,0 days 00:00:14.872000,870.9575479819596,192.4250048,4,100.0,False,0,11459.0559504
1,2024,1,39.0,0 days 00:00:15.132000,885.6505038735866,202.1750048,4,100.0,False,0,10850.4934504
1,2024,1,39.0,0 days 00:00:15.154000,886.9130555555556,203.0,5,100.0,False,0,10799.0
1,2024,1,39.0,0 days 00:00:15.352000,898.4062806716586,208.94000384,5,100.0,False,0,11092.04018944
1,2024,1,39.0,0 days 00:00:15.354000,898.5241666666667,209.0,5,100.0,False,0,11095.0
1,2024,1,39.0,0 days 00:00:15.552000,910.3811390644481,214.77500373333334,5,100.0,False,0,11159.3500416
1,2024,1,39.0,0 days 00:00:15.594000,912.9241666666667,216.0,5,100.0,False,0,11173.0
1,2024,1,39.0,0 days 00:00:15.732000,921.3264986644424,218.76000256,5,100.0,False,0,11332.39014784
1,2024,1,39.0,0 days 00:00:15.794000,925.146388888889,220.0,5,100.0,False,0,11404.0
1,2024,1,39.0,0 days 00:00:16.074000,942.8019444444446,227.0,5,100.0,False,0,11752.0
1,2024,1,39.0,0 days 00:00:16.212000,951.6599507426074,229.59561317204,5,100.0,False,0,11232.444763396661
1,2024,1,39.0,0 days 00:00:16.393000,963.4483333333335,233.0,5,100.0,False,0,10551.0
1,2024,1,39.0,0 days 00:00:16.492000,970.0001318217563,234.8562512,5,100.0,False,0,10606.687536
1,2024,1,39.0,0 days 00:00:16.792000,990.2221513392728,240.4812512,5,100.0,False,0,10775.437536
1,2024,1,39.0,0 days 00:00:16.873000,995.7150000000001,242.0,6,100.0,False,0,10821.0
1,2024,1,39.0,0 days 00:00:17.073000,1009.3261111111112,245.0,6,100.0,False,0,10984.0
1,2024,1,39.0,0 days 00:00:17.092000,1010.6278327562928,245.35403860036317,6,100.0,False,0,11002.410007218885
1,2024,1,39.0,0 days 00:00:17.234000,1020.4172222222224,248.0,6,100.0,False,0,11140.0
1,2024,1,39.0,0 days 00:00:17.452000,1035.6719170120548,251.02777955555555,6,100.0,False,0,11240.522281244444
1,2024,1,39.0,0 days 00:00:17.594000,1045.7172222222225,253.0,6,100.0,False,0,11306.0
1,2024,1,39.0,0 days 00:00:17.652000,1049.8383732614946,253.82857325714286,6,100.0,False,0,11343.078653257144
1,2024,1,39.0,0 days 00:00:17.874000,1065.7061111111113,257.0,6,100.0,False,0,11485.0
1,2024,1,39.0,0 days 00:00:18.072000,1079.9770463464654,259.12142994285716,6,100.0,False,0,11279.221295542857
1,2024,1,39.0,0 days 00:00:18.154000,1085.9283333333337,260.0,6,100.0,False,0,11194.0
1,2024,1,39.0,0 days 00:00:18.232000,1091.6144244289571,260.9750016,6,100.0,False,0,11038.2434944
1,2024,1,39.0,0 days 00:00:18.474000,1109.3950000000004,264.0,7,100.0,False,0,10555.0
1,2024,1,39.0,0 days 00:00:18.512000,1112.2021987707594,264.3454557090909,7,100.0,False,0,10561.909114181819
1,2024,1,39.0,0 days 00:00:18.552000,1115.1613908859053,264.7090920727273,7,100.0,False,0,10569.181841454545
1,2024,1,39.0,0 days 00:00:18.812000,1134.5054094378058,267.07272843636366,7,100.0,False,0,10616.454568727273
1,2024,1,39.0,0 days 00:00:18.914000,1142.1505555555561,268.0,7,100.0,False,0,10635.0
1,2024,1,39.0,0 days 00:00:19.132000,1158.5972450675522,270.7250016,7,100.0,False,0,10744.000064
1,2024,1,39.0,0 days 00:00:19.234000,1166.3283333333338,272.0,7,100.0,False,0,10795.0
1,2024,1,39.0,0 days 00:00:19.292000,1170.7321172394932,272.3625008,7,100.0,False,0,10812.7625392
1,2024,1,39.0,0 days 00:00:19.452000,1182.9078920733289,273.3625008,7,100.0,False,0,10861.7625392
1,2024,1,39.0,0 days 00:00:19.554000,1190.6838888888892,274.0,7,100.0,False,0,10893.0
1,2024,1,39.0,0 days 00:00:19.632000,1196.6361794573781,274.4875008,7,100.0,False,0,10920.7875456
1,2024,1,39.0,0 days 00:00:19.714000,1202.9061111111114,275.0,7,100.0,False,0,10950.0
1,2024,1,39.0,0 days 00:00:19.852000,1213.5034131177692,276.1500010666667,7,100.0,False,0,10983.350030933334
1,2024,1,39.0,0 days 00:00:19.954000,1221.3727777777783,277.0,7,100.0,False,0,11008.0
1,2024,1,39.0,0 days 00:00:20.114000,1233.7727777777784,279.0,7,100.0,False,0,11051.0
1,2024,1,39.0,0 days 00:00:20.152000,1236.7227266789928,279.13571474285715,7,100.0,False,0,11059.957173028572
1,2024,1,39.0,0 days 00:00:20.352000,1252.2754011696327,279.85000045714287,7,100.0,False,0,11107.100030171428
1,2024,1,39.0,0 days 00:00:20.394000,1255.550555555556,280.0,7,100.0,False,0,11117.0
1,2024,1,39.0,0 days 00:00:20.592000,1271.0387696634239,281.2375008,7,100.0,False,0,11159.0750272
1,2024,1,39.0,0 days 00:00:20.714000,1280.6172222222226,282.0,7,100.0,False,0,11185.0
1,2024,1,39.0,0 days 00:00:20.912000,1296.2147594536111,282.99000064,7,100.0,False,0,11211.23501696
1,2024,1,39.0,0 days 00:00:21.114000,1312.1727777777783,284.0,7,100.0,False,0,11238.0
1,2024,1,39.0,0 days 00:00:21.132000,1313.5959604149743,284.0642861714286,7,100.0,False,0,11239.928585142858
1,2024,1,39.0,0 days 00:00:21.394000,1334.3394444444448,285.0,7,100.0,False,0,11268.0
1,2024,1,39.0,0 days 00:00:21.412000,1335.767453928073,285.0750005333333,7,100.0,False,0,11268.600004266667
1,2024,1,39.0,0 days 00:00:21.472000,1340.5304475348455,285.3250005333333,7,100.0,False,0,11270.600004266667
1,2024,1,39.0,0 days 00:00:21.634000,1353.4061111111116,286.0,7,100.0,False,0,11276.0
1,2024,1,39.0,0 days 00:00:21.692000,1358.0178399029037,286.0,7,100.0,False,0,11294.8500416
1,2024,1,39.0,0 days 00:00:21.794000,1366.1172222222228,286.0,7,100.0,False,0,11328.0
1,2024,1,39.0,0 days 00:00:21.972000,1380.118939872793,282.291664,7,28.0582816,False,0,11003.1497664
1,2024,1,39.0,0 days 00:00:22.034000,1384.850555555556,281.0,7,3.0,True,0,10890.0
1,2024,1,39.0,0 days 00:00:22.172000,1395.002033048644,269.49998933333336,7,1.8499989333333333,True,0,10424.632901688889
1,2024,1,39.0,0 days 00:00:22.394000,1409.9505555555559,251.0,7,0.0,True,0,9676.0
1,2024,1,39.0,0 days 00:00:22.692000,1426.8324989603568,206.29998080000001,7,0.0,True,0,10299.937768
1,2024,1,39.0,0 days 00:00:22.714000,1427.9950000000003,203.0,7,0.0,True,0,10346.0
1,2024,1,39.0,0 days 00:00:22.912000,1438.1073919896862,189.76322500042787,7,0.0,True,0,10402.256293748182
1,2024,1,39.0,0 days 00:00:23.073000,1445.8452777777782,179.0,5,0.0,True,0,10448.0
1,2024,1,39.0,0 days 00:00:23.233000,1453.0897222222227,163.0,4,0.0,True,0,9980.0
1,2024,1,39.0,0 days 00:00:23.272000,1454.7886497780103,161.0499968,4,0.0,True,0,9790.037188266666
1,2024,1,39.0,0 days 00:00:23.473000,1463.1563888888893,151.0,4,0.0,True,0,8811.0
1,2024,1,39.0,0 days 00:00:23.754000,1474.0061111111115,139.0,4,0.0,True,0,8135.0
1,2024,1,39.0,0 days 00:00:23.771000,1474.6443051150607,138.63571565714287,4,0.0,True,0,8113.992936228571
1,2024,1,39.0,0 days 00:00:24.032000,1484.2775776433684,133.0428544,4,0.0,True,0,7791.4712704
1,2024,1,39.0,0 days 00:00:24.034000,1484.350555555556,133.0,4,0.0,False,0,7789.0
1,2024,1,39.0,0 days 00:00:24.234000,1491.5727777777784,130.0,4,0.0,False,0,7578.0
1,2024,1,39.0,0 days 00:00:24.292000,1493.6192933131272,129.0333312,4,0.6444458666666667,False,0,7582.994455466666
1,2024,1,39.0,0 days 00:00:24.472000,1499.823599753002,126.0333312,4,2.644445866666667,False,0,7598.494455466666
1,2024,1,39.0,0 days 00:00:24.594000,1503.9727777777784,124.0,4,4.0,False,0,7609.0
1,2024,1,39.0,0 days 00:00:24.732000,1508.6406123334511,123.0142848,4,17.800012799999998,False,0,7550.8428032
1,2024,1,39.0,0 days 00:00:24.874000,1513.4616666666673,122.0,4,32.0,False,0,7491.0
1,2024,1,39.0,0 days 00:00:24.932000,1515.4499251429218,122.58000128,4,34.9000064,False,0,7511.88004608
1,2024,1,39.0,0 days 00:00:25.074000,1520.3505555555562,124.0,4,42.0,False,0,7563.0
1,2024,1,39.0,0 days 00:00:25.112000,1521.6644012729014,124.2375008,4,42.4750016,False,0,7582.7125664
1,2024,1,39.0,0 days 00:00:25.234000,1525.9061111111118,125.0,4,44.0,False,0,7646.0
1,2024,1,39.0,0 days 00:00:25.272000,1527.2449364747367,125.593752,4,45.5437552,False,0,7684.59388
1,2024,1,39.0,0 days 00:00:25.532000,1536.6472641733149,129.656252,4,56.1062552,False,0,7948.65638
1,2024,1,39.0,0 days 00:00:25.554000,1537.4616666666673,130.0,4,57.0,False,0,7971.0
1,2024,1,39.0,0 days 00:00:25.692000,1542.6348588260682,132.87500266666666,4,58.7250016,False,0,8233.775243733333
1,2024,1,39.0,0 days 00:00:25.794000,1546.4616666666673,135.0,4,60.0,False,0,8428.0
1,2024,1,39.0,0 days 00:00:25.932000,1551.6145571888121,135.0,4,59.1374992,False,0,8741.0877904
1,2024,1,39.0,0 days 00:00:25.954000,1552.4616666666673,135.0,4,59.0,False,0,8791.0
1,2024,1,39.0,0 days 00:00:26.092000,1558.0206235987616,142.392864,4,70.8285824,False,0,9066.0145408
1,2024,1,39.0,0 days 00:00:26.234000,1564.128333333334,150.0,4,83.0,False,0,9349.0
1,2024,1,39.0,0 days 00:00:26.312000,1567.62663024732,153.31500544,4,86.31500544,False,0,9538.73531136
1,2024,1,39.0,0 days 00:00:26.572000,1579.802538564006,164.36500544,4,97.36500544,False,0,10171.185311360001
1,2024,1,39.0,0 days 00:00:26.634000,1582.6838888888894,167.0,4,100.0,False,0,10322.0
1,2024,1,39.0,0 days 00:00:26.852000,1592.7089834845015,167.0,4,100.0,False,0,10995.464681142857
1,2024,1,39.0,0 days 00:00:26.914000,1595.6727777777785,167.0,4,100.0,False,0,11187.0
1,2024,1,39.0,0 days 00:00:27.154000,1607.8727777777783,183.0,4,100.0,False,0,11384.0
1,2024,1,39.0,0 days 00:00:27.252000,1613.0812527990715,186.85000502857142,4,100.0,False,0,11236.999808
1,2024,1,39.0,0 days 00:00:27.434000,1622.9616666666673,194.0,4,100.0,False,0,10964.0
1,2024,1,39.0,0 days 00:00:27.492000,1626.1282100791932,195.208336,4,100.0,False,0,10856.2164288
1,2024,1,39.0,0 days 00:00:27.674000,1636.228333333334,199.0,5,100.0,False,0,10518.0
1,2024,1,39.0,0 days 00:00:27.752000,1640.7295439607863,201.9250048,5,100.0,False,0,10624.66517504
1,2024,1,39.0,0 days 00:00:27.992000,1655.1098129177967,210.9250048,5,100.0,False,0,10952.86517504
1,2024,1,39.0,0 days 00:00:28.074000,1660.0061111111117,214.0,5,100.0,False,0,11065.0
1,2024,1,39.0,0 days 00:00:28.234000,1669.517222222223,214.0,5,100.0,False,0,11263.0
1,2024,1,39.0,0 days 00:00:28.292000,1673.044734672382,215.9333376,5,100.0,False,0,11301.666752
1,2024,1,39.0,0 days 00:00:28.512000,1686.8767662375014,223.26667093333333,5,100.0,False,0,11448.333418666667
1,2024,1,39.0,0 days 00:00:28.572000,1690.708619285017,225.26667093333333,5,100.0,False,0,11488.333418666667
1,2024,1,39.0,0 days 00:00:28.594000,1692.1172222222228,226.0,5,100.0,False,0,11503.0
1,2024,1,39.0,0 days 00:00:28.752000,1702.2885882616915,230.74000383999999,5,100.0,False,0,11818.21025536
1,2024,1,39.0,0 days 00:00:28.794000,1705.0061111111117,232.0,5,100.0,False,0,11902.0
1,2024,1,39.0,0 days 00:00:29.074000,1723.2838888888896,235.0,6,100.0,False,0,10677.0
1,2024,1,39.0,0 days 00:00:29.092000,1724.4726992938804,235.37500266666666,6,100.0,False,0,10689.750090666666
1,2024,1,39.0,0 days 00:00:29.252000,1735.1213836131503,238.708336,6,100.0,False,0,10803.083424
1,2024,1,39.0,0 days 00:00:29.314000,1739.2838888888896,240.0,6,100.0,False,0,10847.0
1,2024,1,39.0,0 days 00:00:29.412000,1745.9026853170026,241.96000256,6,100.0,False,0,10937.16011776
1,2024,1,39.0,0 days 00:00:29.514000,1752.839444444445,244.0,6,100.0,False,0,11031.0
1,2024,1,39.0,0 days 00:00:29.713000,1766.4930555555563,247.0,6,100.0,False,0,11139.0
1,2024,1,39.0,0 days 00:00:29.732000,1767.8024110567067,247.0,6,94.20498048,False,0,11115.7249216
1,2024,1,39.0,0 days 00:00:29.913000,1780.2152777777785,247.0,6,39.0,False,0,10894.0
1,2024,1,39.0,0 days 00:00:30.052000,1789.3979692106627,239.35499648,6,11.894987519999997,False,0,10711.21491584
1,2024,1,39.0,0 days 00:00:30.113000,1793.3263888888896,236.0,6,0.0,True,0,10631.0
1,2024,1,39.0,0 days 00:00:30.291000,1804.458919076406,227.76512860131044,6,0.0,True,0,10045.057227400934
1,2024,1,39.0,0 days 00:00:30.394000,1810.7327777777784,223.0,6,0.0,True,0,9706.0
1,2024,1,39.0,0 days 00:00:30.594000,1822.6216666666676,214.0,6,0.0,True,0,10532.0
1,2024,1,39.0,0 days 00:00:30.792000,1833.8834914585584,207.1937456,6,4.3312528,True,0,10278.9310864
1,2024,1,39.0,0 days 00:00:30.914000,1840.666111111112,203.0,5,7.0,False,0,10123.0
1,2024,1,39.0,0 days 00:00:31.834000,1890.7550000000008,196.0,5,82.0,False,0,10394.0
1,2024,1,39.0,0 days 00:00:31.872000,1892.8714066791956,196.73889137777778,5,83.9000064,False,0,10427.355667911112
1,2024,1,39.0,0 days 00:00:32.052000,1902.9886219079904,200.23889137777778,5,92.9000064,False,0,10585.355667911112
1,2024,1,39.0,0 days 00:00:32.194000,1911.055000000001,203.0,5,100.0,False,0,10710.0
1,2024,1,39.0,0 days 00:00:32.272000,1915.5130026860052,204.9500032,5,100.0,False,0,10796.2876416
1,2024,1,39.0,0 days 00:00:32.354000,1920.2550000000008,207.0,5,100.0,False,0,10887.0
1,2024,1,39.0,0 days 00:00:32.572000,1933.3190987015041,212.4500032,5,86.62271941818182,False,0,10862.227258181818
1,2024,1,39.0,0 days 00:00:32.652000,1938.2288751607293,214.4500032,5,81.71362850909091,False,0,10853.13634909091
1,2024,1,39.0,0 days 00:00:32.794000,1946.8994444444452,218.0,5,73.0,False,0,10837.0
1,2024,1,39.0,0 days 00:00:32.852000,1950.4246411529311,218.0,5,69.27142034285714,False,0,10623.020956342858
1,2024,1,39.0,0 days 00:00:33.074000,1963.8550000000007,218.0,6,55.0,False,0,9804.0
1,2024,1,39.0,0 days 00:00:33.132000,1967.35934613899,218.0,6,60.8000128,False,0,9825.750048
1,2024,1,39.0,0 days 00:00:33.234000,1973.5438888888898,218.0,6,71.0,False,0,9864.0
1,2024,1,39.0,0 days 00:00:33.252000,1974.642775579957,218.281252,6,72.0125072,False,0,9884.3063944
1,2024,1,39.0,0 days 00:00:33.554000,1993.366111111112,223.0,6,89.0,False,0,10225.0
1,2024,1,39.0,0 days 00:00:33.572000,1994.491728970057,223.2250016,6,89.6187544,False,0,10234.2250656
1,2024,1,39.0,0 days 00:00:33.874000,2013.5438888888898,227.0,6,100.0,False,0,10389.0
