Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z,Driver,LapNumber,Year,Round,DRSActivatedPct
2024-03-02 15:03:45.899,0 days 01:00:03.468000,14,0.2634722631111033,0 days 00:00:03.557000,10861.999936,120.46429257142857,2,99.82143085714286,False,1,pos,53.61409084347246,0.01042286997466038,OnTrack,-262.0,4045.0,-158.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:45.909,0 days 01:00:03.478000,44,0.2666666666666586,0 days 00:00:03.567000,10857.0,121.0,2,100.0,False,1,car,53.98055555555556,0.01049411270179148,OnTrack,-261.89659610179865,4048.409613586325,-157.9994307663932,VER,1.0,2024,1,100.0
2024-03-02 15:03:46.789,0 days 01:00:04.358000,4,1.13333333333334,0 days 00:00:04.447000,10089.0,162.0,3,100.0,False,1,car,93.58055555555555,0.018192567427090675,OnTrack,-248.10865520912236,4410.134481160751,-158.01520067782315,VER,1.0,2024,1,100.0
2024-03-02 15:03:46.899,0 days 01:00:04.468000,4,1.225000106666673,0 days 00:00:04.557000,10372.9378304,166.1250048,3,100.0,False,1,pos,98.843828552272,0.019215776236992478,OnTrack,-246.0,4475.0,-158.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:47.109,0 days 01:00:04.678000,4,1.4000000000000057,0 days 00:00:04.767000,10915.0,174.0,4,100.0,False,1,car,109.04722222222223,0.021199371292864103,OnTrack,-241.86580113839204,4612.284914927231,-157.96006467811205,VER,1.0,2024,1,100.0
2024-03-02 15:03:47.219,0 days 01:00:04.788000,4,1.3694444088888926,0 days 00:00:04.877000,11077.2501888,178.3214336,4,100.0,False,1,pos,114.58942277792329,0.022276805132677047,OnTrack,-240.0,4673.0,-158.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:47.389,0 days 01:00:04.958000,4,1.3222222222222229,0 days 00:00:05.047000,11328.0,185.0,4,100.0,False,1,car,123.43611111111109,0.02399664931454268,OnTrack,-237.83755736150908,4735.541003309045,-158.20294986606206,VER,1.0,2024,1,100.0
2024-03-02 15:03:47.619,0 days 01:00:05.188000,4,1.1944443733333256,0 days 00:00:05.277000,11808.535981714285,194.0357193142857,4,100.0,False,1,pos,135.92460562434292,0.02642448036497861,OnTrack,-235.0,4810.0,-158.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:47.669,0 days 01:00:05.238000,4,1.1666666666666572,0 days 00:00:05.327000,11913.0,196.0,4,100.0,False,1,car,138.68055555555554,0.026960251975348095,OnTrack,-234.1446636590647,4834.350434308785,-157.7384163230794,VER,1.0,2024,1,100.0
2024-03-02 15:03:47.779,0 days 01:00:05.348000,4,1.105555484444431,0 days 00:00:05.437000,11373.6065152,197.964288,4,100.0,False,1,pos,144.7713584502094,0.02814433708457067,OnTrack,-232.0,4897.0,-157.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:47.949,0 days 01:00:05.518000,4,1.0111111111110915,0 days 00:00:05.607000,10540.0,201.0,4,100.0,False,1,car,154.3138888888889,0.02999945674484753,OnTrack,-228.17726872812938,5011.628148359839,-155.9377728363669,VER,1.0,2024,1,100.0
2024-03-02 15:03:48.109,0 days 01:00:05.678000,11,0.08944444444443889,0 days 00:00:05.767000,10857.0,207.0,5,100.0,False,1,car,163.5138888888889,0.0317879866305231,OnTrack,-224.59000830202177,5118.86132837026,-155.12281593694343,VER,1.0,2024,1,100.0
2024-03-02 15:03:48.139,0 days 01:00:05.708000,11,0.12277791999999255,0 days 00:00:05.797000,10871.875063466667,207.62500266666666,5,100.0,False,1,pos,165.2574090938954,0.03212693641236369,OnTrack,-224.0,5136.0,-155.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:48.349,0 days 01:00:05.918000,11,0.3561111111110904,0 days 00:00:06.007000,10976.0,212.0,5,100.0,False,1,car,177.6472222222222,0.03453558326648847,OnTrack,-220.51766856027194,5233.173943456715,-154.35897610716844,VER,1.0,2024,1,100.0
2024-03-02 15:03:48.439,0 days 01:00:06.008000,11,0.33111107555553626,0 days 00:00:06.097000,11113.75019591111,214.50000355555557,5,100.0,False,1,pos,183.09643991672453,0.035594940733898205,OnTrack,-219.0,5278.0,-154.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:48.709,0 days 01:00:06.278000,11,0.2561111111110961,0 days 00:00:06.367000,11527.0,222.0,5,100.0,False,1,car,199.84722222222223,0.03885138364279257,OnTrack,-213.56354669138096,5452.450053599034,-152.33752557046486,VER,1.0,2024,1,100.0
2024-03-02 15:03:48.779,0 days 01:00:06.348000,11,0.27555557562007477,0 days 00:00:06.437000,11598.45235588858,223.45228365627193,5,100.0,False,1,pos,204.23353888144936,0.039704107385516954,OnTrack,-212.0,5499.0,-152.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:48.950,0 days 01:00:06.519000,11,0.32305555555555543,0 days 00:00:06.608000,11773.0,227.0,5,100.0,False,1,car,215.0436111111111,0.04180564404302365,OnTrack,-207.9976345559512,5607.3920971464195,-151.50653113538738,VER,1.0,2024,1,100.0
2024-03-02 15:03:49.040,0 days 01:00:06.609000,11,0.3891665726419695,0 days 00:00:06.698000,11471.750428444444,228.7499975111111,5,100.0,False,1,pos,220.81988373133305,0.04292858276140153,OnTrack,-206.0,5664.0,-151.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:49.240,0 days 01:00:06.809000,11,0.5360801528888706,0 days 00:00:06.898000,10802.305984,232.6388864,5,100.0,False,1,pos,233.84926501413344,0.04546156513272223,OnTrack,-202.0,5793.0,-149.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:49.310,0 days 01:00:06.879000,4,0.5874999999999773,0 days 00:00:06.968000,10568.0,234.0,5,100.0,False,1,car,238.44361111111112,0.046354730926155,OnTrack,-200.52869764017325,5839.278390581169,-148.55437043539334,VER,1.0,2024,1,100.0
2024-03-02 15:03:49.510,0 days 01:00:07.079000,16,0.17916666666664582,0 days 00:00:07.168000,10729.0,238.0,5,100.0,False,1,car,251.66583333333335,0.04892520262175153,OnTrack,-196.20275621149676,5970.743483789147,-148.02742375132755,VER,1.0,2024,1,100.0
2024-03-02 15:03:49.520,0 days 01:00:07.089000,16,0.18501976634918457,0 days 00:00:07.178000,10737.642746514286,238.17856914285716,5,100.0,False,1,pos,252.3327779699475,0.04905486027552061,OnTrack,-196.0,5977.0,-148.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:49.740,0 days 01:00:07.309000,16,0.31378960761900554,0 days 00:00:07.398000,10927.785603657143,242.10714057142857,5,100.0,False,1,pos,267.16080362877284,0.05193750886643075,OnTrack,-192.0,6111.0,-147.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:49.790,0 days 01:00:07.359000,4,0.3430555555555088,0 days 00:00:07.448000,10971.0,243.0,6,100.0,False,1,car,270.5658333333334,0.0525994651042807,OnTrack,-191.24137971084113,6143.839000534915,-146.5286552479429,VER,1.0,2024,1,100.0
2024-03-02 15:03:49.960,0 days 01:00:07.529000,4,0.24861118222218084,0 days 00:00:07.618000,11079.611029333333,245.36110933333333,6,100.0,False,1,pos,282.2308842456326,0.05486721425369094,OnTrack,-188.0,6261.0,-145.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:50.020,0 days 01:00:07.589000,4,0.2152778488888494,0 days 00:00:07.678000,11117.944362666667,246.19444266666667,6,100.0,False,1,pos,286.37553850788555,0.055672957516064,OnTrack,-186.0,6302.0,-145.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:50.150,0 days 01:00:07.719000,4,0.1430555555555202,0 days 00:00:07.808000,11201.0,248.0,6,100.0,False,1,car,295.36583333333334,0.0574207195787105,OnTrack,-182.88693167969018,6403.771685451371,-144.23048514402282,VER,1.0,2024,1,100.0
2024-03-02 15:03:50.339,0 days 01:00:07.908000,4,1.3262849397097836,0 days 00:00:07.997000,11224.743733461291,249.89949867690325,6,100.0,False,1,pos,308.4856646539081,0.05997128592782683,OnTrack,-180.0,6563.0,-142.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:50.349,0 days 01:00:07.918000,11,1.3888888888888005,0 days 00:00:08.007000,11226.0,250.0,6,100.0,False,1,car,309.1852777777778,0.06010729451265855,OnTrack,-179.81427149081537,6570.774036681069,-141.89716082102987,VER,1.0,2024,1,100.0
2024-03-02 15:03:50.639,0 days 01:00:08.208000,11,1.355491883407338,0 days 00:00:08.297000,11370.395897066666,254.22916853333334,6,95.16666453333333,False,1,pos,329.77868140736865,0.06411076384301757,OnTrack,-174.0,6776.0,-140.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:50.719,0 days 01:00:08.288000,11,1.3462789204443801,0 days 00:00:08.377000,11410.2292304,255.3958352,6,93.8333312,False,1,pos,335.52826291791916,0.06522851366494663,OnTrack,-173.0,6833.0,-140.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:50.829,0 days 01:00:08.398000,20,1.333611111111054,0 days 00:00:08.487000,11465.0,257.0,6,92.0,False,1,car,343.4519444444445,0.06676892031872554,OnTrack,-171.0167725538427,6911.754250000828,-139.47626985043786,VER,1.0,2024,1,100.0
2024-03-02 15:03:50.999,0 days 01:00:08.568000,20,1.8933635166983414,0 days 00:00:08.657000,11342.964193828571,257.0,6,36.14281508571428,False,1,pos,355.7260786060133,0.06915507855446001,OnTrack,-167.0,7033.0,-138.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:51.109,0 days 01:00:08.678000,11,2.2555555555554747,0 days 00:00:08.767000,11264.0,257.0,6,0.0,True,1,car,363.44083333333333,0.07065486870559794,OnTrack,-164.49087565042117,7110.3638936663465,-137.32480123538227,VER,1.0,2024,1,100.0
2024-03-02 15:03:51.179,0 days 01:00:08.748000,11,1.9610411281269342,0 days 00:00:08.837000,11025.249563428571,251.24998948571428,6,0.0,True,1,pos,368.184545455541,0.07157707206425121,OnTrack,-163.0,7159.0,-137.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:51.389,0 days 01:00:08.958000,44,1.0775000000000432,0 days 00:00:09.047000,10309.0,234.0,6,0.0,True,1,car,381.6408333333334,0.07419304739247788,OnTrack,-159.03987459496238,7300.183253098829,-136.29410024549867,VER,1.0,2024,1,100.0
2024-03-02 15:03:51.439,0 days 01:00:09.008000,44,1.001679098828313,0 days 00:00:09.097000,10239.22709410909,230.47726370909092,6,0.0,True,1,pos,384.6728115135765,0.07478248039118236,OnTrack,-158.0,7331.0,-136.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:51.559,0 days 01:00:09.128000,44,0.8197094018585853,0 days 00:00:09.217000,10071.772548654546,222.02271825454545,6,0.0,True,1,pos,391.6796262789103,0.0761446431750076,OnTrack,-155.0,7405.0,-135.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:51.819,0 days 01:00:09.388000,44,0.42544172509084166,0 days 00:00:09.477000,9708.954366836364,203.70453643636364,6,0.0,True,1,pos,405.9184949412025,0.0789127564511727,OnTrack,-145.0,7631.0,-133.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:51.829,0 days 01:00:09.398000,31,0.4102777777777078,0 days 00:00:09.487000,9695.0,203.0,6,0.0,True,1,car,406.45194444444445,0.07901646192715608,OnTrack,-144.74885094954394,7636.666477361361,-132.96844159928006,VER,1.0,2024,1,100.0
2024-03-02 15:03:51.989,0 days 01:00:09.558000,81,0.48833333333334394,0 days 00:00:09.647000,10235.0,188.0,6,0.0,True,1,car,414.8075,0.08064082723395322,OnTrack,-142.95016840761713,7678.1207365170585,-133.03709879159146,VER,1.0,2024,1,100.0
2024-03-02 15:03:52.099,0 days 01:00:09.668000,81,1.0750006826666438,0 days 00:00:09.757000,10363.15014912,179.19998976,6,0.0,True,1,pos,420.22672121516473,0.08169435322312811,OnTrack,-142.0,7702.0,-133.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:52.189,0 days 01:00:09.758000,63,1.55499999999995,0 days 00:00:09.847000,10468.0,172.0,5,0.0,True,1,car,424.36305555555555,0.0824984790475776,OnTrack,-140.51596034541114,7738.96336760508,-132.62590161835075,VER,1.0,2024,1,100.0
2024-03-02 15:03:52.299,0 days 01:00:09.868000,63,1.2442241754073753,0 days 00:00:09.957000,10558.0626048,163.29165653333334,5,0.0,True,1,pos,428.97107191515397,0.08339430241418888,OnTrack,-138.0,7792.0,-132.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:52.669,0 days 01:00:10.238000,2,0.19888888888891643,0 days 00:00:10.327000,10861.0,134.0,4,0.0,True,1,car,442.2297222222222,0.08597185592700553,OnTrack,-129.0176915227595,7920.523052169534,-131.00054482545266,VER,1.0,2024,1,100.0
2024-03-02 15:03:52.679,0 days 01:00:10.248000,2,0.436426651555579,0 days 00:00:10.337000,10857.9999616,133.7499968,4,0.0,True,1,pos,442.59038485674387,0.08604197069879777,OnTrack,-129.0,7924.0,-131.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:52.699,0 days 01:00:10.268000,2,0.9114960960000154,0 days 00:00:10.357000,10851.9999616,133.2499968,4,0.0,True,1,pos,443.3137839967326,0.08618260341413925,OnTrack,-129.0,7931.0,-131.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:52.829,0 days 01:00:10.398000,63,3.999444444444407,0 days 00:00:10.487000,10813.0,130.0,4,0.0,True,1,car,448.0075,0.08709508725617375,OnTrack,-127.46350562208828,7972.945973114984,-130.52386666355824,VER,1.0,2024,1,100.0
2024-03-02 15:03:52.989,0 days 01:00:10.558000,55,0.35444444444442524,0 days 00:00:10.647000,10576.0,123.0,3,0.0,True,1,car,453.4741666666667,0.08815783689838678,OnTrack,-120.99811448507985,8023.018475423396,-129.28851317630875,VER,1.0,2024,1,100.0
2024-03-02 15:03:53.059,0 days 01:00:10.628000,55,0.45847241244438036,0 days 00:00:10.717000,10264.2077632,121.541664,3,0.0,True,1,pos,455.8210722115427,0.08861408806206814,OnTrack,-116.0,8051.0,-129.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:53.229,0 days 01:00:10.798000,27,0.711111111110938,0 days 00:00:10.887000,9507.0,118.0,2,0.0,True,1,car,461.34083333333336,0.0896871595542543,OnTrack,-99.56428260902624,8129.887724336349,-128.97067539849166,VER,1.0,2024,1,100.0
2024-03-02 15:03:53.259,0 days 01:00:10.828000,27,0.8764689594919045,0 days 00:00:10.917000,9405.963854628571,116.39285028571429,2,0.0,True,1,pos,462.2610296288746,0.08986605070373946,OnTrack,-97.0,8141.0,-129.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:53.509,0 days 01:00:11.078000,55,2.2544444444444025,0 days 00:00:11.167000,8564.0,103.0,2,0.0,True,1,car,469.3519444444445,0.09124456299335103,OnTrack,-83.63433799220614,8182.14320741196,-129.18658102687823,VER,1.0,2024,1,100.0
2024-03-02 15:03:53.599,0 days 01:00:11.168000,55,2.5794449066666116,0 days 00:00:11.257000,8281.6245984,99.9062456,2,0.0,True,1,pos,471.7355589560602,0.09170795057921567,OnTrack,-78.0,8194.0,-129.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:53.819,0 days 01:00:11.388000,55,3.373889351111024,0 days 00:00:11.477000,7591.3745984,92.3437456,2,0.0,True,1,pos,477.2838215133156,0.0927865629050011,OnTrack,-53.0,8241.0,-128.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:53.829,0 days 01:00:11.398000,55,3.4099999999999113,0 days 00:00:11.487000,7560.0,92.0,2,0.0,True,1,car,477.5297222222223,0.09283436733617376,OnTrack,-51.08196933460027,8243.584207371397,-127.97237482291027,VER,1.0,2024,1,100.0
2024-03-02 15:03:54.079,0 days 01:00:11.648000,55,4.17388927999991,0 days 00:00:11.737000,7176.071232,86.6428544,2,0.0,True,1,pos,483.5187761857015,0.09399867190145704,OnTrack,10.0,8309.0,-128.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:54.109,0 days 01:00:11.678000,55,4.265555555555466,0 days 00:00:11.767000,7130.0,86.0,2,0.0,True,1,car,484.21861111111116,0.09413472360571083,OnTrack,15.407226770453619,8314.299536255077,-128.04180793356312,VER,1.0,2024,1,100.0
2024-03-02 15:03:54.349,0 days 01:00:11.918000,55,4.732222222222106,0 days 00:00:12.007000,6789.0,82.0,2,0.0,False,1,car,489.68527777777786,0.09519747324792385,OnTrack,37.41137158365623,8331.621020659091,-128.528132131272,VER,1.0,2024,1,100.0
2024-03-02 15:03:54.479,0 days 01:00:12.048000,55,4.912777955555435,0 days 00:00:12.137000,6660.29987328,80.04999808,2,0.0,False,1,pos,492.56097711512746,0.09575652479217028,OnTrack,59.0,8337.0,-129.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:54.549,0 days 01:00:12.118000,55,5.009999999999877,0 days 00:00:12.207000,6591.0,79.0,2,0.0,False,1,car,494.07416666666677,0.09605069704604204,OnTrack,77.46356357190497,8341.041675923094,-129.32988965659382,VER,1.0,2024,1,100.0
2024-03-02 15:03:54.679,0 days 01:00:12.248000,55,4.924461721333227,0 days 00:00:12.337000,6410.218572,76.968748,2,0.40625039999999996,False,1,pos,496.8051836446266,0.09658162155510383,OnTrack,115.0,8348.0,-130.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:54.869,0 days 01:00:12.438000,63,4.799444444444362,0 days 00:00:12.527000,6146.0,74.0,2,1.0,False,1,car,500.6519444444445,0.0973294527130951,OnTrack,144.34511893095743,8347.399742725964,-130.79961249414396,VER,1.0,2024,1,100.0
2024-03-02 15:03:54.979,0 days 01:00:12.548000,63,4.585555306666596,0 days 00:00:12.637000,6230.333431466666,73.08333226666667,2,2.833335466666667,False,1,pos,502.8298638170009,0.09775285204857434,OnTrack,159.0,8343.0,-131.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:55.239,0 days 01:00:12.808000,63,4.079999751111069,0 days 00:00:12.897000,6429.6667648,70.9166656,2,7.1666688,False,1,pos,507.8631218359234,0.09873134469956987,OnTrack,207.0,8325.0,-131.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:55.349,0 days 01:00:12.918000,63,3.8661111111110813,0 days 00:00:13.007000,6514.0,70.0,2,9.0,False,1,car,509.9852777777778,0.09914390332175146,OnTrack,226.6156541366194,8314.587781410683,-131.74906274958863,VER,1.0,2024,1,100.0
2024-03-02 15:03:55.499,0 days 01:00:13.068000,63,3.407777606118075,0 days 00:00:13.157000,6486.693256605722,70.0,2,13.862844714049412,False,1,pos,512.8828235629848,0.09970720193392059,OnTrack,251.0,8299.0,-133.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:55.720,0 days 01:00:13.289000,63,2.7325003472206024,0 days 00:00:13.378000,6446.461367320243,70.0,2,21.02742773749096,False,1,pos,517.1897070186801,0.10054448343116332,OnTrack,289.0,8270.0,-134.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:55.750,0 days 01:00:13.319000,63,2.640833333333262,0 days 00:00:13.408000,6441.0,70.0,2,22.0,False,1,car,517.7825,0.10065972560106648,OnTrack,297.1473818213456,8263.053052041643,-134.31616737242268,VER,1.0,2024,1,100.0
2024-03-02 15:03:55.880,0 days 01:00:13.449000,63,2.0547505770666112,0 days 00:00:13.538000,6960.34948864,71.94999808,2,32.39998976,False,1,pos,520.3793959518919,0.10116457625540876,OnTrack,336.0,8229.0,-136.0,VER,1.0,2024,1,100.0
2024-03-02 15:03:55.950,0 days 01:00:13.519000,55,1.7391666666666197,0 days 00:00:13.608000,7240.0,73.0,2,38.0,False,1,car,521.8380555555556,0.10144814759173264,OnTrack,349.65046747376863,8216.789450439734,-136.55017114080835,VER,1.0,2024,1,100.0
2024-03-02 15:03:56.190,0 days 01:00:13.759000,63,0.7741666666665878,0 days 00:00:13.848000,7225.0,82.0,2,38.0,False,1,car,527.3047222222223,0.10251089723394567,OnTrack,366.21060987162946,8199.986386112863,-136.91376114172652,VER,1.0,2024,1,100.0
2024-03-02 15:03:56.220,0 days 01:00:13.789000,63,1.0825820174221301,0 days 00:00:13.878000,7342.07450048,82.89999616,2,39.64999296,False,1,pos,528.037785959981,0.10265340879949854,OnTrack,369.0,8197.0,-137.0,VER,1.0,2024,1,100.0
